text,label
Weekly team standup meeting is scheduled for Thursday at 14:00.,0
"IRS Tax Refund: You are eligible for $49,487 refund. Download form to claim.",1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
You have 5 unread secure messages. Login to view them immediately.,1
Project Project Y deadline has been extended to December 17.,0
"WINNER ALERT: You've been selected for $27,735 prize. Claim within 25 hours!",1
"IRS Tax Refund: You are eligible for $36,123 refund. Download form to claim.",1
"Congratulations! You've won $21,404 in our International Mega Lottery lottery. Claim now before it expires!",1
"IRS Tax Refund: You are eligible for $7,748 refund. Download form to claim.",1
System maintenance is planned for December 23 from 10:00.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
Your Facebook payment failed. Update your billing information within 5 hours.,1
Your Amazon payment failed. Update your billing information within 23 hours.,1
Project Project Y deadline has been extended to December 4.,0
"Congratulations! You've won $5,652 in our International Mega Lottery lottery. Claim now before it expires!",1
Quarterly performance review meetings will be scheduled next month.,0
Your order #ORD-1081 has been shipped and will arrive within 4 business days.,0
Your Amazon payment failed. Update your billing information within 25 hours.,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
"WINNER ALERT: You've been selected for $46,877 prize. Claim within 7 hours!",1
System maintenance is planned for December 25 from 9:00.,0
Your order #ORD-1111 has been shipped and will arrive within 4 business days.,0
System maintenance is planned for December 25 from 12:00.,0
Your Amazon payment failed. Update your billing information within 45 hours.,1
"Congratulations! You've won $17,681 in our International Mega Lottery lottery. Claim now before it expires!",1
Meeting scheduled for December 16 at 12:00 in Conference Room Y. Please bring your reports.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
New company policy regarding Benefits has been updated.,0
Training session on Security is scheduled for December 2.,0
"IRS Tax Refund: You are eligible for $15,711 refund. Download form to claim.",1
New company policy regarding Benefits has been updated.,0
"IRS Tax Refund: You are eligible for $18,235 refund. Download form to claim.",1
New company policy regarding Security has been updated.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
FINAL NOTICE: Your PayPal account will be deleted in 33 hours unless you act now.,1
Quarterly performance review meetings will be scheduled next month.,0
"WINNER ALERT: You've been selected for $36,175 prize. Claim within 19 hours!",1
System maintenance is planned for December 20 from 11:00.,0
System maintenance is planned for December 27 from 16:00.,0
URGENT: Your Google account will be suspended in 31 hours. Click here to verify immediately!,1
URGENT: Your Netflix account will be suspended in 23 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Microsoft account will be deleted in 23 hours unless you act now.,1
"WINNER ALERT: You've been selected for $11,292 prize. Claim within 23 hours!",1
Training session on Benefits is scheduled for December 4.,0
System maintenance is planned for December 2 from 14:00.,0
"Congratulations! You've won $12,648 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 15 from 15:00.,0
Quarterly performance review meetings will be scheduled next month.,0
Project Project C deadline has been extended to December 2.,0
FINAL NOTICE: Your Google account will be deleted in 15 hours unless you act now.,1
"WINNER ALERT: You've been selected for $40,819 prize. Claim within 16 hours!",1
New company policy regarding Remote Work has been updated.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Project Project Y deadline has been extended to December 11.,0
System maintenance is planned for December 9 from 12:00.,0
Meeting scheduled for December 14 at 16:00 in Conference Room U. Please bring your reports.,0
Your subscription expires today. Renew now to avoid service interruption.,1
URGENT: Your Microsoft account will be suspended in 39 hours. Click here to verify immediately!,1
Project Project Y deadline has been extended to December 25.,0
"WINNER ALERT: You've been selected for $9,970 prize. Claim within 13 hours!",1
Your Facebook payment failed. Update your billing information within 22 hours.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
"Congratulations! You've won $35,493 in our International Mega Lottery lottery. Claim now before it expires!",1
Project Project C deadline has been extended to December 4.,0
FINAL NOTICE: Your PayPal account will be deleted in 16 hours unless you act now.,1
Project Project A deadline has been extended to December 13.,0
Quarterly performance review meetings will be scheduled next month.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
"IRS Tax Refund: You are eligible for $2,304 refund. Download form to claim.",1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Quarterly performance review meetings will be scheduled next month.,0
Holiday schedule for January has been announced.,0
"Congratulations! You've won $43,170 in our International Mega Lottery lottery. Claim now before it expires!",1
Project Project U deadline has been extended to December 14.,0
Quarterly performance review meetings will be scheduled next month.,0
Your order #ORD-2661 has been shipped and will arrive within 3 business days.,0
URGENT: Your Google account will be suspended in 21 hours. Click here to verify immediately!,1
Your Bank payment failed. Update your billing information within 41 hours.,1
Your order #ORD-2411 has been shipped and will arrive within 2 business days.,0
"IRS Tax Refund: You are eligible for $48,730 refund. Download form to claim.",1
Your subscription expires today. Renew now to avoid service interruption.,1
New company policy regarding Remote Work has been updated.,0
Your order #ORD-2751 has been shipped and will arrive within 4 business days.,0
You have 6 unread secure messages. Login to view them immediately.,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
You have 3 unread secure messages. Login to view them immediately.,1
Meeting scheduled for December 22 at 13:00 in Conference Room C. Please bring your reports.,0
New company policy regarding Remote Work has been updated.,0
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Meeting scheduled for December 11 at 15:00 in Conference Room Y. Please bring your reports.,0
New company policy regarding Benefits has been updated.,0
FINAL NOTICE: Your Google account will be deleted in 17 hours unless you act now.,1
Your order #ORD-2531 has been shipped and will arrive within 4 business days.,0
New company policy regarding Benefits has been updated.,0
"WINNER ALERT: You've been selected for $3,097 prize. Claim within 42 hours!",1
Holiday schedule for March has been announced.,0
System maintenance is planned for December 6 from 16:00.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Remote Work is scheduled for December 18.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Meeting scheduled for December 17 at 15:00 in Conference Room S. Please bring your reports.,0
"Congratulations! You've won $19,850 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 8 from 12:00.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
URGENT: Your Google account will be suspended in 40 hours. Click here to verify immediately!,1
Thank you for your purchase. Your receipt is attached for order #ORD-2552.,0
Holiday schedule for March has been announced.,0
"WINNER ALERT: You've been selected for $38,364 prize. Claim within 20 hours!",1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
"Congratulations! You've won $40,472 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
Meeting scheduled for December 3 at 16:00 in Conference Room Y. Please bring your reports.,0
New company policy regarding Benefits has been updated.,0
Quarterly performance review meetings will be scheduled next month.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Security is scheduled for December 20.,0
FINAL NOTICE: Your Google account will be deleted in 42 hours unless you act now.,1
System maintenance is planned for December 13 from 14:00.,0
Training session on Remote Work is scheduled for December 23.,0
URGENT: Your PayPal account will be suspended in 1 hours. Click here to verify immediately!,1
Thank you for your purchase. Your receipt is attached for order #ORD-1602.,0
Your order #ORD-2791 has been shipped and will arrive within 6 business days.,0
Project Project S deadline has been extended to December 14.,0
Project Project O deadline has been extended to December 8.,0
You have 7 unread secure messages. Login to view them immediately.,1
URGENT: Your PayPal account will be suspended in 40 hours. Click here to verify immediately!,1
"Congratulations! You've won $21,223 in our International Mega Lottery lottery. Claim now before it expires!",1
"Congratulations! You've won $25,707 in our International Mega Lottery lottery. Claim now before it expires!",1
You have 8 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1592.,0
System maintenance is planned for December 19 from 9:00.,0
"IRS Tax Refund: You are eligible for $45,792 refund. Download form to claim.",1
Your subscription expires today. Renew now to avoid service interruption.,1
Your order #ORD-1301 has been shipped and will arrive within 5 business days.,0
Holiday schedule for January has been announced.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Meeting scheduled for December 21 at 15:00 in Conference Room O. Please bring your reports.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
New company policy regarding Benefits has been updated.,0
Your order #ORD-1851 has been shipped and will arrive within 5 business days.,0
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Holiday schedule for March has been announced.,0
Your order #ORD-1431 has been shipped and will arrive within 5 business days.,0
You have 7 unread secure messages. Login to view them immediately.,1
Meeting scheduled for December 23 at 10:00 in Conference Room C. Please bring your reports.,0
Quarterly performance review meetings will be scheduled next month.,0
Quarterly performance review meetings will be scheduled next month.,0
Quarterly performance review meetings will be scheduled next month.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $21,169 refund. Download form to claim.",1
"Congratulations! You've won $42,530 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Project Project G deadline has been extended to December 20.,0
New company policy regarding Security has been updated.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
You have 1 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Training session on Security is scheduled for December 2.,0
You have 6 unread secure messages. Login to view them immediately.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Quarterly performance review meetings will be scheduled next month.,0
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
FINAL NOTICE: Your Microsoft account will be deleted in 24 hours unless you act now.,1
"Congratulations! You've won $3,133 in our International Mega Lottery lottery. Claim now before it expires!",1
"WINNER ALERT: You've been selected for $14,621 prize. Claim within 43 hours!",1
Training session on Benefits is scheduled for December 3.,0
System maintenance is planned for December 13 from 16:00.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
URGENT: Your PayPal account will be suspended in 46 hours. Click here to verify immediately!,1
System maintenance is planned for December 11 from 15:00.,0
New company policy regarding Benefits has been updated.,0
"Congratulations! You've won $31,802 in our International Mega Lottery lottery. Claim now before it expires!",1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
FINAL NOTICE: Your PayPal account will be deleted in 32 hours unless you act now.,1
URGENT: Your Google account will be suspended in 2 hours. Click here to verify immediately!,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
FINAL NOTICE: Your Google account will be deleted in 36 hours unless you act now.,1
"Congratulations! You've won $34,055 in our International Mega Lottery lottery. Claim now before it expires!",1
New company policy regarding Security has been updated.,0
Your Facebook payment failed. Update your billing information within 23 hours.,1
Training session on Security is scheduled for December 15.,0
URGENT: Your PayPal account will be suspended in 33 hours. Click here to verify immediately!,1
New company policy regarding Remote Work has been updated.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Your Bank payment failed. Update your billing information within 4 hours.,1
Your Amazon payment failed. Update your billing information within 33 hours.,1
Your Apple payment failed. Update your billing information within 34 hours.,1
You have 4 unread secure messages. Login to view them immediately.,1
New company policy regarding Security has been updated.,0
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
"WINNER ALERT: You've been selected for $27,467 prize. Claim within 39 hours!",1
Your order #ORD-2191 has been shipped and will arrive within 2 business days.,0
Meeting scheduled for December 13 at 11:00 in Conference Room G. Please bring your reports.,0
You have 5 unread secure messages. Login to view them immediately.,1
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
System maintenance is planned for December 3 from 9:00.,0
"WINNER ALERT: You've been selected for $42,277 prize. Claim within 43 hours!",1
Meeting scheduled for December 4 at 9:00 in Conference Room S. Please bring your reports.,0
New company policy regarding Remote Work has been updated.,0
System maintenance is planned for December 14 from 14:00.,0
Meeting scheduled for December 12 at 9:00 in Conference Room O. Please bring your reports.,0
System maintenance is planned for December 1 from 11:00.,0
New company policy regarding Remote Work has been updated.,0
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
New company policy regarding Benefits has been updated.,0
Your Facebook payment failed. Update your billing information within 20 hours.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1332.,0
Project Project G deadline has been extended to December 3.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 25 from 10:00.,0
"IRS Tax Refund: You are eligible for $33,291 refund. Download form to claim.",1
Meeting scheduled for December 5 at 12:00 in Conference Room S. Please bring your reports.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your PayPal account will be suspended in 47 hours. Click here to verify immediately!,1
URGENT: Your Microsoft account will be suspended in 24 hours. Click here to verify immediately!,1
Project Project M deadline has been extended to December 14.,0
"IRS Tax Refund: You are eligible for $21,468 refund. Download form to claim.",1
"IRS Tax Refund: You are eligible for $14,703 refund. Download form to claim.",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Quarterly performance review meetings will be scheduled next month.,0
URGENT: Your PayPal account will be suspended in 20 hours. Click here to verify immediately!,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your Microsoft account will be deleted in 13 hours unless you act now.,1
New company policy regarding Remote Work has been updated.,0
"Congratulations! You've won $49,546 in our International Mega Lottery lottery. Claim now before it expires!",1
"IRS Tax Refund: You are eligible for $44,817 refund. Download form to claim.",1
"WINNER ALERT: You've been selected for $23,080 prize. Claim within 18 hours!",1
"WINNER ALERT: You've been selected for $26,295 prize. Claim within 41 hours!",1
Meeting scheduled for December 23 at 14:00 in Conference Room U. Please bring your reports.,0
System maintenance is planned for December 9 from 10:00.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Holiday schedule for March has been announced.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
System maintenance is planned for December 3 from 15:00.,0
Holiday schedule for January has been announced.,0
Project Project W deadline has been extended to December 12.,0
Your order #ORD-1021 has been shipped and will arrive within 3 business days.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Holiday schedule for January has been announced.,0
Project Project G deadline has been extended to December 1.,0
URGENT: Your Microsoft account will be suspended in 6 hours. Click here to verify immediately!,1
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your PayPal account will be deleted in 6 hours unless you act now.,1
Project Project I deadline has been extended to December 27.,0
Meeting scheduled for December 11 at 9:00 in Conference Room K. Please bring your reports.,0
"IRS Tax Refund: You are eligible for $3,473 refund. Download form to claim.",1
URGENT: Your Microsoft account will be suspended in 2 hours. Click here to verify immediately!,1
Training session on Remote Work is scheduled for December 13.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
System maintenance is planned for December 14 from 15:00.,0
"WINNER ALERT: You've been selected for $4,084 prize. Claim within 28 hours!",1
"IRS Tax Refund: You are eligible for $6,015 refund. Download form to claim.",1
URGENT: Your Netflix account will be suspended in 40 hours. Click here to verify immediately!,1
You have 6 unread secure messages. Login to view them immediately.,1
Your Amazon payment failed. Update your billing information within 15 hours.,1
You have 8 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
"WINNER ALERT: You've been selected for $46,324 prize. Claim within 5 hours!",1
Your order #ORD-1761 has been shipped and will arrive within 2 business days.,0
FINAL NOTICE: Your Microsoft account will be deleted in 43 hours unless you act now.,1
Meeting scheduled for December 8 at 14:00 in Conference Room E. Please bring your reports.,0
URGENT: Your PayPal account will be suspended in 4 hours. Click here to verify immediately!,1
"WINNER ALERT: You've been selected for $43,603 prize. Claim within 38 hours!",1
Quarterly performance review meetings will be scheduled next month.,0
Holiday schedule for March has been announced.,0
New company policy regarding Benefits has been updated.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1302.,0
"WINNER ALERT: You've been selected for $2,911 prize. Claim within 41 hours!",1
System maintenance is planned for December 1 from 16:00.,0
Training session on Benefits is scheduled for December 27.,0
You have 6 unread secure messages. Login to view them immediately.,1
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Your order #ORD-2291 has been shipped and will arrive within 6 business days.,0
URGENT: Your PayPal account will be suspended in 39 hours. Click here to verify immediately!,1
"Congratulations! You've won $36,379 in our International Mega Lottery lottery. Claim now before it expires!",1
Training session on Benefits is scheduled for December 1.,0
URGENT: Your Google account will be suspended in 23 hours. Click here to verify immediately!,1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
"IRS Tax Refund: You are eligible for $9,464 refund. Download form to claim.",1
Thank you for your purchase. Your receipt is attached for order #ORD-2342.,0
"WINNER ALERT: You've been selected for $26,418 prize. Claim within 5 hours!",1
Weekly team standup meeting is scheduled for Thursday at 14:00.,0
Your Apple payment failed. Update your billing information within 25 hours.,1
FINAL NOTICE: Your PayPal account will be deleted in 31 hours unless you act now.,1
Holiday schedule for March has been announced.,0
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Project Project U deadline has been extended to December 1.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Remote Work is scheduled for December 21.,0
Project Project G deadline has been extended to December 4.,0
"IRS Tax Refund: You are eligible for $14,962 refund. Download form to claim.",1
Quarterly performance review meetings will be scheduled next month.,0
"WINNER ALERT: You've been selected for $21,208 prize. Claim within 9 hours!",1
Holiday schedule for February has been announced.,0
You have 1 unread secure messages. Login to view them immediately.,1
Holiday schedule for February has been announced.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2852.,0
Quarterly performance review meetings will be scheduled next month.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
You have 9 unread secure messages. Login to view them immediately.,1
Holiday schedule for February has been announced.,0
URGENT: Your Google account will be suspended in 8 hours. Click here to verify immediately!,1
URGENT: Your Google account will be suspended in 30 hours. Click here to verify immediately!,1
Your subscription expires today. Renew now to avoid service interruption.,1
"WINNER ALERT: You've been selected for $39,483 prize. Claim within 17 hours!",1
New company policy regarding Benefits has been updated.,0
Meeting scheduled for December 14 at 12:00 in Conference Room U. Please bring your reports.,0
Your subscription expires today. Renew now to avoid service interruption.,1
You have 2 unread secure messages. Login to view them immediately.,1
Your Amazon payment failed. Update your billing information within 41 hours.,1
Quarterly performance review meetings will be scheduled next month.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
Holiday schedule for March has been announced.,0
URGENT: Your Microsoft account will be suspended in 1 hours. Click here to verify immediately!,1
Holiday schedule for February has been announced.,0
New company policy regarding Remote Work has been updated.,0
"Congratulations! You've won $19,236 in our International Mega Lottery lottery. Claim now before it expires!",1
Thank you for your purchase. Your receipt is attached for order #ORD-1542.,0
System maintenance is planned for December 14 from 10:00.,0
"IRS Tax Refund: You are eligible for $20,082 refund. Download form to claim.",1
Your order #ORD-2341 has been shipped and will arrive within 5 business days.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Quarterly performance review meetings will be scheduled next month.,0
Your order #ORD-1381 has been shipped and will arrive within 6 business days.,0
"IRS Tax Refund: You are eligible for $19,285 refund. Download form to claim.",1
FINAL NOTICE: Your PayPal account will be deleted in 41 hours unless you act now.,1
Meeting scheduled for December 15 at 15:00 in Conference Room Y. Please bring your reports.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
"WINNER ALERT: You've been selected for $11,862 prize. Claim within 41 hours!",1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $1,852 refund. Download form to claim.",1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $40,025 refund. Download form to claim.",1
Meeting scheduled for December 4 at 11:00 in Conference Room M. Please bring your reports.,0
System maintenance is planned for December 22 from 9:00.,0
New company policy regarding Benefits has been updated.,0
Your Bank payment failed. Update your billing information within 4 hours.,1
Your order #ORD-1681 has been shipped and will arrive within 5 business days.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
"WINNER ALERT: You've been selected for $47,384 prize. Claim within 25 hours!",1
Project Project W deadline has been extended to December 24.,0
Quarterly performance review meetings will be scheduled next month.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2512.,0
New company policy regarding Benefits has been updated.,0
Your subscription expires today. Renew now to avoid service interruption.,1
"WINNER ALERT: You've been selected for $39,390 prize. Claim within 1 hours!",1
New company policy regarding Remote Work has been updated.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your Google account will be suspended in 14 hours. Click here to verify immediately!,1
You have 2 unread secure messages. Login to view them immediately.,1
FINAL NOTICE: Your Google account will be deleted in 20 hours unless you act now.,1
Your order #ORD-1051 has been shipped and will arrive within 3 business days.,0
Holiday schedule for March has been announced.,0
New company policy regarding Security has been updated.,0
System maintenance is planned for December 5 from 11:00.,0
Training session on Security is scheduled for December 25.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
Your Bank payment failed. Update your billing information within 45 hours.,1
Training session on Security is scheduled for December 15.,0
"WINNER ALERT: You've been selected for $25,855 prize. Claim within 11 hours!",1
"WINNER ALERT: You've been selected for $6,980 prize. Claim within 12 hours!",1
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your Microsoft account will be deleted in 12 hours unless you act now.,1
System maintenance is planned for December 22 from 15:00.,0
Project Project G deadline has been extended to December 2.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2332.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Holiday schedule for March has been announced.,0
FINAL NOTICE: Your Microsoft account will be deleted in 1 hours unless you act now.,1
Training session on Security is scheduled for December 4.,0
Your order #ORD-2221 has been shipped and will arrive within 3 business days.,0
URGENT: Your Microsoft account will be suspended in 2 hours. Click here to verify immediately!,1
Meeting scheduled for December 9 at 12:00 in Conference Room A. Please bring your reports.,0
"Congratulations! You've won $43,887 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Apple payment failed. Update your billing information within 32 hours.,1
"WINNER ALERT: You've been selected for $7,204 prize. Claim within 11 hours!",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 5 from 12:00.,0
"WINNER ALERT: You've been selected for $48,861 prize. Claim within 26 hours!",1
"WINNER ALERT: You've been selected for $41,724 prize. Claim within 37 hours!",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1922.,0
New company policy regarding Benefits has been updated.,0
Training session on Benefits is scheduled for December 22.,0
New company policy regarding Benefits has been updated.,0
New company policy regarding Remote Work has been updated.,0
Meeting scheduled for December 15 at 10:00 in Conference Room Y. Please bring your reports.,0
You have 6 unread secure messages. Login to view them immediately.,1
FINAL NOTICE: Your Google account will be deleted in 12 hours unless you act now.,1
"IRS Tax Refund: You are eligible for $23,836 refund. Download form to claim.",1
URGENT: Your PayPal account will be suspended in 1 hours. Click here to verify immediately!,1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
Your order #ORD-1631 has been shipped and will arrive within 2 business days.,0
New company policy regarding Remote Work has been updated.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Quarterly performance review meetings will be scheduled next month.,0
New company policy regarding Remote Work has been updated.,0
Quarterly performance review meetings will be scheduled next month.,0
Holiday schedule for January has been announced.,0
URGENT: Your PayPal account will be suspended in 15 hours. Click here to verify immediately!,1
Holiday schedule for January has been announced.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Quarterly performance review meetings will be scheduled next month.,0
Your order #ORD-2601 has been shipped and will arrive within 2 business days.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Facebook payment failed. Update your billing information within 41 hours.,1
Holiday schedule for January has been announced.,0
Your Facebook payment failed. Update your billing information within 13 hours.,1
Your Apple payment failed. Update your billing information within 46 hours.,1
Training session on Remote Work is scheduled for December 15.,0
"IRS Tax Refund: You are eligible for $28,118 refund. Download form to claim.",1
Your Apple payment failed. Update your billing information within 40 hours.,1
"IRS Tax Refund: You are eligible for $3,265 refund. Download form to claim.",1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
You have 7 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2232.,0
"IRS Tax Refund: You are eligible for $23,318 refund. Download form to claim.",1
Your Amazon payment failed. Update your billing information within 45 hours.,1
Your subscription expires today. Renew now to avoid service interruption.,1
"Congratulations! You've won $25,291 in our International Mega Lottery lottery. Claim now before it expires!",1
FINAL NOTICE: Your PayPal account will be deleted in 38 hours unless you act now.,1
You have 6 unread secure messages. Login to view them immediately.,1
New company policy regarding Benefits has been updated.,0
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
"IRS Tax Refund: You are eligible for $7,530 refund. Download form to claim.",1
URGENT: Your Google account will be suspended in 28 hours. Click here to verify immediately!,1
"WINNER ALERT: You've been selected for $11,393 prize. Claim within 15 hours!",1
Your subscription expires today. Renew now to avoid service interruption.,1
System maintenance is planned for December 15 from 10:00.,0
"IRS Tax Refund: You are eligible for $36,824 refund. Download form to claim.",1
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
Your Facebook payment failed. Update your billing information within 44 hours.,1
Training session on Remote Work is scheduled for December 10.,0
URGENT: Your Microsoft account will be suspended in 37 hours. Click here to verify immediately!,1
Your subscription expires today. Renew now to avoid service interruption.,1
Meeting scheduled for December 11 at 11:00 in Conference Room M. Please bring your reports.,0
Training session on Remote Work is scheduled for December 14.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
New company policy regarding Benefits has been updated.,0
Meeting scheduled for December 16 at 16:00 in Conference Room O. Please bring your reports.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
URGENT: Your PayPal account will be suspended in 9 hours. Click here to verify immediately!,1
Your order #ORD-1971 has been shipped and will arrive within 2 business days.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Holiday schedule for January has been announced.,0
FINAL NOTICE: Your PayPal account will be deleted in 42 hours unless you act now.,1
"IRS Tax Refund: You are eligible for $6,101 refund. Download form to claim.",1
Holiday schedule for January has been announced.,0
"WINNER ALERT: You've been selected for $40,201 prize. Claim within 20 hours!",1
FINAL NOTICE: Your Microsoft account will be deleted in 14 hours unless you act now.,1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Meeting scheduled for December 18 at 9:00 in Conference Room A. Please bring your reports.,0
System maintenance is planned for December 17 from 10:00.,0
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
New company policy regarding Benefits has been updated.,0
Training session on Remote Work is scheduled for December 11.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Remote Work is scheduled for December 17.,0
Quarterly performance review meetings will be scheduled next month.,0
URGENT: Your Google account will be suspended in 43 hours. Click here to verify immediately!,1
"WINNER ALERT: You've been selected for $18,768 prize. Claim within 16 hours!",1
Training session on Security is scheduled for December 15.,0
Your subscription expires today. Renew now to avoid service interruption.,1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Training session on Security is scheduled for December 11.,0
Meeting scheduled for December 12 at 9:00 in Conference Room U. Please bring your reports.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your order #ORD-1411 has been shipped and will arrive within 5 business days.,0
Holiday schedule for March has been announced.,0
Weekly team standup meeting is scheduled for Thursday at 14:00.,0
